Date,NU
2025-08-25,14.229999542236328
2025-08-26,14.239999771118164
2025-08-27,14.640000343322754
2025-08-28,14.770000457763672
2025-08-29,14.800000190734863
2025-09-02,14.859999656677246
2025-09-03,14.899999618530273
2025-09-04,14.869999885559082
2025-09-05,14.739999771118164
2025-09-08,15.220000267028809
2025-09-09,15.460000038146973
2025-09-10,15.510000228881836
2025-09-11,15.619999885559082
2025-09-12,15.6899995803833
2025-09-15,15.90999984741211
2025-09-16,15.890000343322754
2025-09-17,15.960000038146973
2025-09-18,15.989999771118164
2025-09-19,16.170000076293945
